group,metric,ticker,name,benchmark,start_date,end_date,n_days,per_start,per_latest,per_mean,per_median,per_min,per_max,ratio_latest,ratio_mean,ratio_median,ratio_min,ratio_max
삼하마,headline_forward(KR_FY2026_US_NEXTY),005930,Samsung Electronics,MU,2026-04-14,2026-06-01,49,5.717212547412719,8.097823564898603,6.434906300973189,6.437104373899386,5.717212547412719,8.097823564898603,0.8233463478146746,1.0326376050477657,0.968344274811586,0.7816652675920895,1.350840042471023
삼하마,headline_forward(KR_FY2026_US_NEXTY),000660,SK hynix,MU,2026-04-14,2026-06-01,49,5.010015488805817,7.904226068224543,5.871450229978898,5.870780159130874,4.5992303620731585,7.904226068224543,0.8036623190685326,0.9254231254522945,0.8855625769735533,0.7942363197561457,1.2005982165252822
삼하마,headline_forward(KR_FY2026_US_NEXTY),MU,Micron,MU,2026-04-14,2026-06-01,49,4.7543897513436555,9.835257770186072,6.485086836726819,6.643848956370983,4.436567811285045,9.835257770186072,1.0,1.0,1.0,1.0,1.0
삼하마,same_year(KR_FY2026_US_CURRENTY),005930,Samsung Electronics,MU,2026-04-14,2026-06-01,49,5.717212547412719,8.097823564898603,6.434906300973189,6.437104373899386,5.717212547412719,8.097823564898603,0.4592658542749605,0.5908321364139896,0.554250964411662,0.43951208937813463,0.7745541797774439
삼하마,same_year(KR_FY2026_US_CURRENTY),000660,SK hynix,MU,2026-04-14,2026-06-01,49,5.010015488805817,7.904226068224543,5.871450229978898,5.870780159130874,4.5992303620731585,7.904226068224543,0.4482860250674049,0.5291466726475985,0.5055776731094817,0.4482860250674049,0.6884074632122478
삼하마,same_year(KR_FY2026_US_CURRENTY),MU,Micron,MU,2026-04-14,2026-06-01,49,8.057194621098676,17.632104563232932,11.381419062326788,11.728738335879036,7.7374748043369745,17.632104563232932,1.0,1.0,1.0,1.0,1.0
